new_complaint_id,new_complaint_category,new_customer_id,new_customer_name,new_customer_country,new_communication_channel,new_complaint_description,new_complaint_product_type,new_complaint_priority,new_department_assigend,new_complaint_date,new_complaint_status
391,product_quality,1391,Customer_391,Nigeria,Website,The Kohl does not perform as advertised.,Kohl,2,Quality Control Department,2025-04-16,in_progress
392,product_quality,1392,Customer_392,Morocco,Website,The Concealer does not perform as advertised.,Concealer,3,Quality Control Department,2025-05-02,in_progress
393,packaging,1393,Customer_393,Nigeria,Mobile App,The Primer arrived with damaged packaging and I am disappointed.,Primer,1,Packaging Department,2025-02-14,resolved
394,customer_service,1394,Customer_394,Ghana,Website,I contacted support about my Kohl and never received a helpful response.,Kohl,1,Customer Support,2025-02-11,resolved
395,customer_service,1395,Customer_395,Morocco,Email,I contacted support about my Eyeliner and never received a helpful response.,Eyeliner,5,Customer Support,2025-11-25,awaiting
396,product_quality,1396,Customer_396,Morocco,Mobile App,The Eyeshadow does not perform as advertised.,Eyeshadow,3,Quality Control Department,2025-08-27,resolved
397,delivery,1397,Customer_397,Nigeria,Email,My Eyeliner order arrived much later than expected.,Eyeliner,4,Delivery Department,2025-12-09,resolved
398,billing,1398,Customer_398,Algeria,Mobile App,I was charged twice for my Body Lotion purchase.,Body Lotion,3,Finance Department,2025-09-25,resolved
399,customer_service,1399,Customer_399,Kenya,Website,I contacted support about my Kohl and never received a helpful response.,Kohl,5,Customer Support,2025-02-10,resolved
400,customer_service,1400,Customer_400,Tunisia,Phone Call,I contacted support about my Cleanser and never received a helpful response.,Cleanser,4,Customer Support,2025-03-03,resolved
401,packaging,1401,Customer_401,Kenya,Email,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,2,Packaging Department,2025-12-16,resolved
402,delivery,1402,Customer_402,Tunisia,Email,my kohl order arrived much later than expected.,Kohl,3,Delivery Department,2025-02-14,resolved
403,product_quality,1403,Customer_403,Algeria,Email,The Concealer does not perform as advertised.,Concealer,3,Quality Control Department,2025-12-25,awaiting
404,product_quality,1404,Customer_404,Egypt,Email,the body lotion does not perform as advertised.,Body Lotion,3,Quality Control Department,2025-02-24,awaiting
405,billing,1405,Customer_405,Morocco,Mobile App,I was charged twice for my Eyeliner purchase.,Eyeliner,5,Finance Department,2025-12-02,resolved
406,product_quality,1406,Customer_406,Egypt,Mobile App,the blush does not perform as advertised.,Blush,2,Quality Control Department,2025-01-20,resolved
407,customer_service,1407,Customer_407,Morocco,Website,I contacted support about my Eyeshadow and never received a helpful response. please help!!!,Eyeshadow,3,Customer Support,2025-01-11,resolved
408,billing,1408,Customer_408,Tunisia,Email,I was charged twice for my Eyeliner purchase.,Eyeliner,5,Finance Department,2025-04-27,in_progress
409,delivery,1409,Customer_409,Egypt,Email,My Blush order arrived much later than expected.,Blush,4,Delivery Department,2025-04-07,resolved
410,delivery,1410,Customer_410,Algeria,Email,My Body Lotion order arrived much later than expected.,Body Lotion,5,Delivery Department,2025-09-21,in_progress
411,packaging,1411,Customer_411,Egypt,Email,The Concealer arrived with damaged packaging and I am disappointed.,Concealer,3,Packaging Department,2025-03-30,in_progress
412,customer_service,1412,Customer_412,Morocco,Phone Call,I contacted support about my Sunscreen and never received a helpful response.,Sunscreen,3,Customer Support,2025-05-21,resolved
413,customer_service,1413,Customer_413,Ghana,Website,I contacted support about my Concealer and never received a helpful response.,Concealer,4,Customer Support,2025-09-08,awaiting
414,product_quality,1414,Customer_414,Morocco,Email,The Blush does not perform as advertised.,Blush,2,Quality Control Department,2025-05-26,in_progress
415,product_quality,1415,Customer_415,Ghana,Phone Call,The Foundation does not perform as advertised.,Foundation,2,Quality Control Department,2025-12-13,in_progress
416,delivery,1416,Customer_416,Tunisia,Email,My Body Lotion order arrived much later than expected.,Body Lotion,5,Delivery Department,2025-08-31,in_progress
417,refund,1417,Customer_417,Morocco,Website,I requested a refund for my Primer but have not received it.,Primer,4,Customer Support,2025-08-05,resolved
418,customer_service,1418,Customer_418,Algeria,Mobile App,I contacted support about my Blush and never received a helpful response.,Blush,4,Customer Support,2025-10-27,in_progress
419,packaging,1419,Customer_419,Egypt,Website,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,3,Packaging Department,2025-06-02,awaiting
420,packaging,1420,Customer_420,Morocco,Website,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,3,Packaging Department,2025-12-02,awaiting
421,customer_service,1421,Customer_421,Nigeria,Mobile App,I contacted support about my Kohl and never received a helpful response.,Kohl,4,Customer Support,2025-12-05,resolved
422,refund,1422,Customer_422,Kenya,Mobile App,I requested a refund for my Cleanser but have not received it.,Cleanser,2,Customer Support,2025-07-18,awaiting
423,packaging,1423,Customer_423,Tunisia,Mobile App,The Primer arrived with damaged packaging and I am disappointed.,Primer,4,Packaging Department,2025-12-10,resolved
424,product_quality,1424,Customer_424,Nigeria,Mobile App,The Foundation does not perform as advertised.,Foundation,2,Quality Control Department,2025-03-07,awaiting
425,delivery,1425,Customer_425,Morocco,Email,My Concealer order arrived much later than expected.,Concealer,4,Delivery Department,2025-04-24,resolved
426,delivery,1426,Customer_426,Egypt,Website,My Eyeliner order arrived much later than expected.,Eyeliner,3,Delivery Department,2025-08-26,in_progress
427,product_quality,1427,Customer_427,Ghana,Email,The Kohl does not perform as advertised.,Kohl,1,Quality Control Department,2025-12-15,resolved
428,product_quality,1428,Customer_428,Ghana,Website,the body lotion does not perform as advertised.,Body Lotion,2,Quality Control Department,2025-07-29,awaiting
429,customer_service,1429,Customer_429,Nigeria,Mobile App,i contacted support about my blush and never received a helpful response.,Blush,2,Customer Support,2025-06-20,awaiting
430,customer_service,1430,Customer_430,Algeria,Phone Call,I contacted support about my Eyeshadow and never received a helpful response. please help!!!,Eyeshadow,3,Customer Support,2025-10-23,in_progress
431,product_quality,1431,Customer_431,Kenya,Mobile App,the lipstick does not perform as advertised.,Lipstick,3,Quality Control Department,2025-07-16,in_progress
432,packaging,1432,Customer_432,Algeria,Phone Call,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,5,Packaging Department,2025-01-10,awaiting
433,packaging,1433,Customer_433,Nigeria,Mobile App,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,3,Packaging Department,2025-09-15,awaiting
434,delivery,1434,Customer_434,Tunisia,Website,My Lipstick order arrived much later than expected.,Lipstick,3,Delivery Department,2025-08-11,awaiting
435,customer_service,1435,Customer_435,Ghana,Mobile App,I contacted support about my Eyeshadow and never received a helpful response.,Eyeshadow,4,Customer Support,2025-01-10,in_progress
436,delivery,1436,Customer_436,Nigeria,Website,My Foundation order arrived much later than expected. please help!!!,Foundation,3,Delivery Department,2025-12-31,awaiting
437,billing,1437,Customer_437,Nigeria,Email,I was charged twice for my Body Lotion purchase.,Body Lotion,3,Finance Department,2025-12-05,in_progress
438,refund,1438,Customer_438,Nigeria,Website,i requested a refund for my cleanser but have not received it.,Cleanser,3,Customer Support,2025-08-31,awaiting
439,packaging,1439,Customer_439,Tunisia,Website,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,4,Packaging Department,2025-11-15,awaiting
440,refund,1440,Customer_440,Nigeria,Website,I requested a refund for my Body Lotion but have not received it.,Body Lotion,4,Customer Support,2025-02-28,in_progress
441,product_quality,1441,Customer_441,Ghana,Website,The Primer does not perform as advertised.,Primer,3,Quality Control Department,2025-12-27,resolved
442,delivery,1442,Customer_442,Kenya,Website,My Cleanser order arrived much later than expected.,Cleanser,4,Delivery Department,2025-05-01,in_progress
443,packaging,1443,Customer_443,Ghana,Email,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,4,Packaging Department,2025-09-19,in_progress
444,billing,1444,Customer_444,Morocco,Website,I was charged twice for my Lipstick purchase.,Lipstick,3,Finance Department,2025-08-26,in_progress
445,packaging,1445,Customer_445,Tunisia,Website,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,3,Packaging Department,2025-08-07,awaiting
446,packaging,1446,Customer_446,Morocco,Website,the cleanser arrived with damaged packaging and i am disappointed.,Cleanser,4,Packaging Department,2025-08-13,awaiting
447,delivery,1447,Customer_447,Kenya,Mobile App,My Lipstick order arrived much later than expected.,Lipstick,2,Delivery Department,2025-05-20,resolved
448,refund,1448,Customer_448,Nigeria,Phone Call,I requested a refund for my Blush but have not received it.,Blush,4,Customer Support,2025-12-23,awaiting
449,packaging,1449,Customer_449,Egypt,Mobile App,the foundation arrived with damaged packaging and i am disappointed.,Foundation,3,Packaging Department,2025-04-03,awaiting
450,product_quality,1450,Customer_450,Tunisia,Phone Call,The Eyeshadow does not perform as advertised.,Eyeshadow,5,Quality Control Department,2025-09-05,resolved
451,packaging,1451,Customer_451,Nigeria,Phone Call,The Body Lotion arrived with damaged packaging and I am disappointed. please help!!!,Body Lotion,4,Packaging Department,2025-12-09,resolved
452,product_quality,1452,Customer_452,Morocco,Mobile App,the primer does not perform as advertised.,Primer,2,Quality Control Department,2025-03-18,awaiting
453,customer_service,1453,Customer_453,Algeria,Mobile App,i contacted support about my primer and never received a helpful response.,Primer,2,Customer Support,2025-09-11,in_progress
454,packaging,1454,Customer_454,Egypt,Phone Call,The Blush arrived with damaged packaging and I am disappointed.,Blush,3,Packaging Department,2025-10-09,awaiting
455,product_quality,1455,Customer_455,Nigeria,Mobile App,the sunscreen does not perform as advertised.,Sunscreen,3,Quality Control Department,2025-08-17,resolved
456,packaging,1456,Customer_456,Nigeria,Email,The Blush arrived with damaged packaging and I am disappointed. please help!!!,Blush,3,Packaging Department,2025-02-16,awaiting
457,customer_service,1457,Customer_457,Tunisia,Mobile App,I contacted support about my Kohl and never received a helpful response.,Kohl,2,Customer Support,2025-06-24,resolved
458,customer_service,1458,Customer_458,Egypt,Mobile App,I contacted support about my Sunscreen and never received a helpful response.,Sunscreen,4,Customer Support,2025-12-03,resolved
459,refund,1459,Customer_459,Morocco,Website,i requested a refund for my lipstick but have not received it.,Lipstick,1,Customer Support,2025-10-08,awaiting
460,product_quality,1460,Customer_460,Tunisia,Mobile App,the lipstick does not perform as advertised.,Lipstick,2,Quality Control Department,2025-02-24,resolved
461,refund,1461,Customer_461,Algeria,Phone Call,i requested a refund for my sunscreen but have not received it.,Sunscreen,2,Customer Support,2025-06-23,in_progress
462,billing,1462,Customer_462,Algeria,Mobile App,I was charged twice for my Cleanser purchase.,Cleanser,3,Finance Department,2025-08-23,awaiting
463,product_quality,1463,Customer_463,Nigeria,Mobile App,the concealer does not perform as advertised.,Concealer,3,Quality Control Department,2025-10-27,resolved
464,customer_service,1464,Customer_464,Nigeria,Mobile App,I contacted support about my Foundation and never received a helpful response.,Foundation,4,Customer Support,2025-12-03,awaiting
465,refund,1465,Customer_465,Tunisia,Phone Call,I requested a refund for my Eyeshadow but have not received it.,Eyeshadow,5,Customer Support,2025-05-21,resolved
466,customer_service,1466,Customer_466,Tunisia,Website,I contacted support about my Eyeliner and never received a helpful response.,Eyeliner,3,Customer Support,2025-12-26,awaiting
467,customer_service,1467,Customer_467,Morocco,Website,I contacted support about my Concealer and never received a helpful response.,Concealer,4,Customer Support,2025-12-11,in_progress
468,customer_service,1468,Customer_468,Tunisia,Website,I contacted support about my Kohl and never received a helpful response.,Kohl,3,Customer Support,2025-12-30,in_progress
469,billing,1469,Customer_469,Kenya,Website,I was charged twice for my Concealer purchase.,Concealer,4,Finance Department,2025-08-05,in_progress
470,product_quality,1470,Customer_470,Morocco,Phone Call,The Cleanser does not perform as advertised. please help!!!,Cleanser,1,Quality Control Department,2025-05-27,awaiting
471,delivery,1471,Customer_471,Nigeria,Website,My Cleanser order arrived much later than expected.,Cleanser,4,Delivery Department,2025-08-20,in_progress
472,refund,1472,Customer_472,Egypt,Mobile App,I requested a refund for my Kohl but have not received it.,Kohl,4,Customer Support,2025-05-02,awaiting
473,billing,1473,Customer_473,Kenya,Website,I was charged twice for my Eyeliner purchase. please help!!!,Eyeliner,3,Finance Department,2025-10-10,in_progress
474,packaging,1474,Customer_474,Kenya,Phone Call,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,5,Packaging Department,2025-11-21,awaiting
475,refund,1475,Customer_475,Algeria,Phone Call,I requested a refund for my Eyeshadow but have not received it.,Eyeshadow,4,Customer Support,2025-05-31,resolved
476,packaging,1476,Customer_476,Nigeria,Mobile App,the kohl arrived with damaged packaging and i am disappointed.,Kohl,4,Packaging Department,2025-01-21,resolved
477,delivery,1477,Customer_477,Morocco,Mobile App,my eyeliner order arrived much later than expected.,Eyeliner,2,Delivery Department,2025-12-30,in_progress
478,packaging,1478,Customer_478,Algeria,Website,The Eyeshadow arrived with damaged packaging and I am disappointed.,Eyeshadow,4,Packaging Department,2025-09-09,awaiting
479,product_quality,1479,Customer_479,Ghana,Email,The Lipstick does not perform as advertised.,Lipstick,2,Quality Control Department,2025-09-16,in_progress
480,product_quality,1480,Customer_480,Tunisia,Website,The Concealer does not perform as advertised.,Concealer,5,Quality Control Department,2025-06-19,resolved
481,delivery,1481,Customer_481,Tunisia,Email,My Primer order arrived much later than expected.,Primer,4,Delivery Department,2025-02-28,awaiting
482,delivery,1482,Customer_482,Nigeria,Website,My Sunscreen order arrived much later than expected.,Sunscreen,4,Delivery Department,2025-07-15,in_progress
483,product_quality,1483,Customer_483,Algeria,Website,The Concealer does not perform as advertised. please help!!!,Concealer,3,Quality Control Department,2025-09-21,awaiting
484,product_quality,1484,Customer_484,Nigeria,Email,The Cleanser does not perform as advertised.,Cleanser,3,Quality Control Department,2025-03-27,awaiting
485,product_quality,1485,Customer_485,Algeria,Mobile App,the kohl does not perform as advertised.,Kohl,4,Quality Control Department,2025-02-23,in_progress
486,product_quality,1486,Customer_486,Ghana,Email,The Body Lotion does not perform as advertised.,Body Lotion,4,Quality Control Department,2025-08-24,awaiting
487,delivery,1487,Customer_487,Nigeria,Phone Call,my lipstick order arrived much later than expected.,Lipstick,2,Delivery Department,2025-05-13,resolved
488,product_quality,1488,Customer_488,Nigeria,Email,The Kohl does not perform as advertised.,Kohl,3,Quality Control Department,2025-11-25,awaiting
489,refund,1489,Customer_489,Egypt,Email,i requested a refund for my primer but have not received it.,Primer,3,Customer Support,2025-05-29,awaiting
490,delivery,1490,Customer_490,Algeria,Email,My Lipstick order arrived much later than expected.,Lipstick,3,Delivery Department,2025-08-31,in_progress
491,product_quality,1491,Customer_491,Morocco,Phone Call,The Foundation does not perform as advertised.,Foundation,5,Quality Control Department,2025-06-02,awaiting
492,customer_service,1492,Customer_492,Egypt,Phone Call,I contacted support about my Kohl and never received a helpful response.,Kohl,3,Customer Support,2025-03-05,in_progress
493,packaging,1493,Customer_493,Ghana,Website,The Primer arrived with damaged packaging and I am disappointed.,Primer,2,Packaging Department,2025-04-19,resolved
494,customer_service,1494,Customer_494,Morocco,Phone Call,i contacted support about my concealer and never received a helpful response.,Concealer,4,Customer Support,2025-02-28,in_progress
495,refund,1495,Customer_495,Egypt,Mobile App,I requested a refund for my Primer but have not received it.,Primer,5,Customer Support,2025-11-27,awaiting
496,packaging,1496,Customer_496,Kenya,Website,the kohl arrived with damaged packaging and i am disappointed.,Kohl,4,Packaging Department,2025-07-02,in_progress
497,refund,1497,Customer_497,Morocco,Mobile App,i requested a refund for my sunscreen but have not received it.,Sunscreen,5,Customer Support,2025-08-19,resolved
498,refund,1498,Customer_498,Algeria,Website,I requested a refund for my Eyeliner but have not received it.,Eyeliner,3,Customer Support,2025-08-08,in_progress
499,packaging,1499,Customer_499,Morocco,Website,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,4,Packaging Department,2025-03-10,awaiting
500,billing,1500,Customer_500,Egypt,Email,I was charged twice for my Blush purchase.,Blush,3,Finance Department,2025-03-31,awaiting
